reg_number,aircraft_model,age,airline_code,DATE,FLIGHT,FROM,TO,std_utc,scheduled_dep_hour,dep_delay_minutes,prev_dep_delay_minutes,scheduled_turnaround,actual_buffer_left,flight_legs,cumulative_delay,is_cavok,wind_speed,is_gust,visibility_meters,has_thunderstorm,has_heavy_rain,has_low_vis_fog,time_crawled_UTC,dep_recent_index,dep_recent_delay_avg,actual_turnaround
VN-A887,A350-941,10.8,VNA,18/04,VN786,SYD,HAN,2026-04-18 04:15:00,4,4.0,23.0,120.0,195.0,6,80.0,0.0,13.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:07:02,1.5,18.0,199.0
VN-A666,A320-214,17.2,VJC,18/04,VJ133,HAN,SGN,2026-04-18 04:20:00,4,14.0,2.0,90.0,102.0,3,8.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,116.0
VN-A672,A320-214,10.1,VJC,18/04,VJ134,SGN,HAN,2026-04-18 04:20:00,4,42.0,49.0,60.0,30.0,2,49.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,72.0
VN-A634,A321-211,8.3,VJC,18/04,VJ440,PQC,HAN,2026-04-18 04:25:00,4,24.0,11.0,35.0,43.0,2,11.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:21:09,0.0,0.0,67.0
VN-A326,A321-231,14.7,VNA,18/04,VN605,SGN,BKK,2026-04-18 04:30:00,4,17.0,16.0,120.0,121.0,2,16.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,138.0
VN-A655,A320-214,11.1,VJC,18/04,VJ802,BKK,SGN,2026-04-18 04:30:00,4,26.0,23.0,85.0,80.0,2,23.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:15:56,1.08,13.0,106.0
VN-A501,A321-272N,7.2,VNA,18/04,VN166,DAD,HAN,2026-04-18 04:35:00,4,18.0,13.0,35.0,47.0,4,37.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:17:19,1.0,12.0,65.0
VN-A658,A320-214,11.4,VJC,18/04,VJ246,SGN,THD,2026-04-18 04:45:00,4,23.0,4.0,35.0,43.0,3,12.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,66.0
VN-A522,A321-211,10.8,VJC,18/04,VJ808,HKT,SGN,2026-04-18 04:55:00,4,0.0,19.0,60.0,70.0,7,158.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:21:11,0.63,8.0,69.0
VN-A526,A321-271NX,3.3,VJC,18/04,VJ986,PQC,HKG,2026-04-18 04:55:00,4,19.0,0.0,45.0,50.0,8,63.0,0.0,4.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:21:09,0.0,0.0,69.0
VN-A623,A321-272N,7.1,VNA,18/04,VN212,SGN,HAN,2026-04-18 05:00:00,5,14.0,0.0,100.0,125.0,3,13.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 03:18:22,0.67,8.0,139.0
VN-A323,A321-231,14.9,VNA,18/04,VN660,SIN,HAN,2026-04-18 05:05:00,5,12.0,14.0,70.0,81.0,2,14.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 04:24:11,0.96,12.0,93.0
VN-A393,A321-231,13.5,VNA,18/04,VN650,SIN,SGN,2026-04-18 05:10:00,5,24.0,12.0,60.0,71.0,3,12.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 04:24:11,0.96,12.0,95.0
VN-A629,A321-211,7.3,VJC,18/04,VJ515,HAN,DAD,2026-04-18 05:10:00,5,34.0,12.0,90.0,85.0,3,30.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,119.0
VN-A662,A320-214,10.5,VJC,18/04,VJ137,HAN,SGN,2026-04-18 05:20:00,5,41.0,25.0,30.0,31.0,9,200.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 03:18:10,1.0,12.0,72.0
VN-A528,A321-271NX,3.1,VJC,18/04,VJ8890,DAD,MFM,2026-04-18 05:29:00,5,0.0,3.0,69.0,79.0,3,3.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:19:50,1.0,12.0,79.0
VN-A227,A321-211,13.0,BAV,18/04,QH9588,DAD,MFM,2026-04-18 05:30:00,5,3.0,16.0,60.0,70.0,11,194.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:19:50,1.0,12.0,73.0
VN-A646,A321-271N,8.2,VJC,18/04,VJ275,HPH,SGN,2026-04-18 05:30:00,5,27.0,18.0,30.0,33.0,6,75.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:33,0.0,0.0,60.0
VN-A639,A321-211,8.2,VJC,18/04,VJ7078,HPH,MFM,2026-04-18 05:33:00,5,0.0,6.0,93.0,107.0,2,6.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:33,0.0,0.0,107.0
VN-A596,A320-251N,6.4,BAV,18/04,QH1416,CXR,HAN,2026-04-18 05:35:00,5,258.0,260.0,30.0,-202.0,3,526.0,0.0,13.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:22:49,0.0,0.0,56.0
VN-A392,A321-231,13.5,VNA,18/04,VN127,DAD,SGN,2026-04-18 05:55:00,5,12.0,2.0,35.0,53.0,4,5.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:19:50,1.0,12.0,65.0
VN-A501,A321-272N,7.2,VNA,18/04,VN213,HAN,SGN,2026-04-18 06:00:00,6,62.0,18.0,0.0,6.0,5,55.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:35,1.58,19.0,68.0
VN-A505,A321-272N,6.5,VNA,18/04,VN168,DAD,HAN,2026-04-18 06:00:00,6,13.0,18.0,35.0,43.0,4,23.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:19:50,1.0,12.0,56.0
VN-A861,B787-900,10.8,VNA,18/04,VN248,SGN,HAN,2026-04-18 06:00:00,6,25.0,28.0,50.0,55.0,3,46.0,0.0,4.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,80.0
VN-A500,A321-271NX,0.9,VJC,18/04,VJ670,BMV,HPH,2026-04-18 06:05:00,6,1.0,7.0,30.0,38.0,4,52.0,,,,,,,,2026-04-18 05:19:12,0.0,0.0,39.0
VN-A532,A321-211,11.0,VJC,18/04,VJ894,DPS,SGN,2026-04-18 06:05:00,6,48.0,76.0,60.0,19.0,6,195.0,0.0,15.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 06:02:04,1.75,21.0,67.0
VN-A325,A321-231,14.8,VNA,18/04,VN931,HAN,LPQ,2026-04-18 06:10:00,6,5.0,19.0,45.0,57.0,9,122.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:35,1.58,19.0,62.0
JU-1410,A320-214,14.9,BAV,18/04,QH242,SGN,HAN,2026-04-18 06:15:00,6,382.0,157.0,0.0,-141.0,2,157.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,241.0
VN-A525,A321-271NX,2.5,VJC,18/04,VJ510,DAD,HAN,2026-04-18 06:15:00,6,34.0,40.0,45.0,20.0,2,40.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:19:50,1.0,12.0,54.0
VN-A503,A321-272N,6.8,VNA,18/04,VN1407,VDH,SGN,2026-04-18 06:25:00,6,11.0,15.0,35.0,38.0,4,60.0,,,,,,,,2026-04-18 05:20:04,0.0,0.0,49.0
VN-A617,A321-272N,7.3,VNA,18/04,VN1559,HAN,CXR,2026-04-18 06:25:00,6,27.0,17.0,55.0,50.0,9,138.0,0.0,6.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:35,1.58,19.0,77.0
VN-A324,A321-231,14.8,VNA,18/04,VN593,HKG,HAN,2026-04-18 06:30:00,6,0.0,10.0,60.0,85.0,4,29.0,0.0,5.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 06:02:57,1.54,18.0,79.0
VN-A336,A321-231,13.6,VNA,18/04,VN129,DAD,SGN,2026-04-18 06:30:00,6,30.0,6.0,30.0,57.0,10,99.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:19:50,1.0,12.0,87.0
VN-A534,A321-271NX,5.3,VJC,18/04,VJ842,SGN,TPE,2026-04-18 06:30:00,6,14.0,26.0,145.0,114.0,11,247.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,128.0
VN-A332,A321-231,14.3,VNA,18/04,VN594,SGN,HKG,2026-04-18 06:35:00,6,13.0,18.0,75.0,81.0,3,24.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,94.0
JU-1410,A320-214,14.9,BAV,18/04,QH261,HAN,SGN,2026-04-18 06:50:00,6,174.0,382.0,-95.0,-472.0,1,0.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:35,1.58,19.0,-298.0
VN-A618,A321-272N,7.1,VNA,18/04,VN1394,SGN,UIH,2026-04-18 06:50:00,6,8.0,11.0,140.0,161.0,11,132.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,169.0
VN-A674,A321-271N,7.6,VJC,18/04,VJ278,SGN,HPH,2026-04-18 06:55:00,6,29.0,71.0,100.0,49.0,4,144.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,78.0
VN-A535,A321-211,10.1,VJC,18/04,VJ928,CGK,HAN,2026-04-18 07:00:00,7,14.0,9.0,60.0,71.0,2,9.0,0.0,14.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:21:08,1.19,13.0,85.0
VN-A539,A321-271NX,1.4,VJC,18/04,VJ441,HAN,PQC,2026-04-18 07:00:00,7,16.0,22.0,100.0,81.0,9,283.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:35,1.58,19.0,97.0
VN-A666,A320-214,17.2,VJC,18/04,VJ214,SGN,VII,2026-04-18 07:00:00,7,21.0,14.0,30.0,43.0,4,22.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,64.0
VN-A866,B787-900,10.2,VNA,18/04,VN214,SGN,HAN,2026-04-18 07:00:00,7,15.0,0.0,65.0,89.0,19,310.0,0.0,7.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 05:20:45,1.42,17.0,104.0
VN-A888,A350-941,10.5,VNA,18/04,VN253,HAN,SGN,2026-04-18 07:00:00,7,12.0,2.0,70.0,91.0,3,14.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 05:20:35,1.58,19.0,103.0
VN-A629,A321-211,7.3,VJC,18/04,VJ508,DAD,HAN,2026-04-18 07:05:00,7,43.0,34.0,35.0,19.0,4,64.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:01:52,1.13,14.0,62.0
VN-A634,A321-211,8.3,VJC,18/04,VJ525,HAN,DAD,2026-04-18 07:05:00,7,41.0,24.0,35.0,27.0,3,35.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,68.0
VN-A669,A320-214,16.5,VJC,18/04,VJ7316,HAN,,2026-04-18 07:07:00,7,0.0,14.0,997.0,1002.0,1,0.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,1002.0
VN-A544,A321-211,10.0,VJC,18/04,VJ140,SGN,HAN,2026-04-18 07:10:00,7,21.0,26.0,195.0,184.0,3,41.0,0.0,10.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,205.0
VN-A891,A350-941,9.2,VNA,18/04,VN525,PVG,SGN,2026-04-18 07:10:00,7,18.0,17.0,150.0,171.0,3,49.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 06:06:45,1.33,16.0,189.0
VN-A656,A320-214,10.9,VJC,18/04,VJ308,SGN,HUI,2026-04-18 07:15:00,7,22.0,0.0,245.0,273.0,1,0.0,0.0,10.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,295.0
VN-A658,A320-214,11.4,VJC,18/04,VJ247,THD,SGN,2026-04-18 07:15:00,7,12.0,23.0,30.0,31.0,4,35.0,,,,,,,,2026-04-18 07:06:30,0.0,0.0,43.0
VN-A326,A321-231,14.7,VNA,18/04,VN604,BKK,SGN,2026-04-18 07:25:00,7,11.0,17.0,75.0,85.0,3,33.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:00:30,2.61,30.0,96.0
VN-A693,A321-271N,7.0,VJC,18/04,VJ853,RMQ,SGN,2026-04-18 07:30:00,7,4.0,27.0,60.0,62.0,2,27.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 06:07:05,0.0,0.0,66.0
VN-A390,A321-231,13.5,VNA,18/04,VN173,HAN,DAD,2026-04-18 07:35:00,7,17.0,133.0,185.0,65.0,3,274.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,82.0
VN-A523,A321-271NX,0.9,VJC,18/04,VJ946,HAN,KHH,2026-04-18 07:35:00,7,20.0,21.0,90.0,62.0,7,165.0,0.0,5.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,82.0
VN-A329,A321-231,14.3,VNA,18/04,VN533,PVG,HAN,2026-04-18 07:50:00,7,27.0,20.0,85.0,92.0,4,32.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 06:06:45,1.33,16.0,119.0
VN-A641,A321-211,8.8,VJC,18/04,VJ633,DAD,SGN,2026-04-18 07:50:00,7,16.0,18.0,1010.0,1011.0,1,0.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:01:52,1.13,14.0,1027.0
VN-A811,A330-343,17.3,VJC,18/04,VJ63,PQC,NQZ,2026-04-18 07:56:00,7,0.0,20.0,101.0,100.0,2,20.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:05:41,0.0,0.0,100.0
VN-A528,A321-271NX,3.1,VJC,18/04,VJ8891,MFM,DAD,2026-04-18 08:03:00,8,0.0,0.0,72.0,72.0,4,3.0,0.0,5.0,0.0,4500.0,0.0,0.0,0.0,2026-04-18 06:04:03,0.0,0.0,72.0
VN-A506,A321-272N,6.5,VNA,18/04,VN662,SIN,HAN,2026-04-18 08:05:00,8,12.0,14.0,60.0,69.0,4,38.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 06:06:49,2.0,24.0,81.0
VN-A525,A321-271NX,2.5,VJC,18/04,VJ511,HAN,DAD,2026-04-18 08:05:00,8,55.0,34.0,30.0,13.0,3,74.0,0.0,5.0,0.0,9000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,68.0
VN-A607,A321-271N,6.8,VJC,18/04,VJ640,SGN,DAD,2026-04-18 08:10:00,8,12.0,0.0,135.0,1531.0,23,304.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,1543.0
VN-A639,A321-211,8.2,VJC,18/04,VJ7079,MFM,HPH,2026-04-18 08:14:00,8,0.0,0.0,68.0,68.0,3,6.0,0.0,5.0,0.0,4500.0,0.0,0.0,0.0,2026-04-18 06:04:03,0.0,0.0,68.0
VN-A500,A321-271NX,0.9,VJC,18/04,VJ489,HPH,VCA,2026-04-18 08:15:00,8,7.0,1.0,30.0,48.0,5,53.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:02:41,0.0,0.0,55.0
VN-A616,A321-272N,6.9,VNA,18/04,VN627,DAD,BKK,2026-04-18 08:15:00,8,13.0,25.0,85.0,66.0,2,25.0,0.0,11.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:01:52,1.13,14.0,79.0
VN-A655,A320-214,11.1,VJC,18/04,VJ280,SGN,HPH,2026-04-18 08:15:00,8,31.0,26.0,135.0,124.0,3,49.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,155.0
VN-A505,A321-272N,6.5,VNA,18/04,VN1561,HAN,CXR,2026-04-18 08:20:00,8,17.0,13.0,55.0,65.0,5,36.0,0.0,5.0,0.0,9000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,82.0
VN-A393,A321-231,13.5,VNA,18/04,VN679,SGN,KUL,2026-04-18 08:25:00,8,17.0,24.0,60.0,70.0,4,36.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,87.0
VN-A334,A321-231,13.8,VNA,18/04,VN1829,SGN,PQC,2026-04-18 08:30:00,8,3.0,4.0,150.0,174.0,3,22.0,0.0,6.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,177.0
VN-A618,A321-272N,7.1,VNA,18/04,VN1395,UIH,SGN,2026-04-18 08:35:00,8,4.0,8.0,35.0,51.0,12,140.0,,,,,,,,2026-04-18 07:05:54,0.0,0.0,55.0
VN-A227,A321-211,13.0,BAV,18/04,QH9589,MFM,DAD,2026-04-18 08:40:00,8,27.0,3.0,90.0,104.0,12,197.0,0.0,5.0,0.0,4500.0,0.0,0.0,0.0,2026-04-18 08:22:25,0.0,0.0,131.0
VN-A526,A321-271NX,3.3,VJC,18/04,VJ985,HKG,PQC,2026-04-18 08:40:00,8,36.0,19.0,60.0,62.0,9,82.0,0.0,3.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 08:21:25,1.79,22.0,98.0
VN-A672,A320-214,10.1,VJC,18/04,VJ439,HAN,UIH,2026-04-18 08:40:00,8,16.0,42.0,130.0,116.0,3,91.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,132.0
VN-A335,A321-231,13.6,VNA,18/04,VN403,ICN,SGN,2026-04-18 08:55:00,8,5.0,13.0,90.0,125.0,2,13.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 07:24:41,1.33,16.0,130.0
VN-A516,A321-271NX,0.9,VJC,18/04,VJ5346,CXR,HGH,2026-04-18 08:59:00,8,0.0,,,,1,0.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:05:11,0.0,0.0,
VN-A503,A321-272N,6.8,VNA,18/04,VN136,SGN,DAD,2026-04-18 09:00:00,9,11.0,11.0,55.0,69.0,5,71.0,0.0,9.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,80.0
VN-A617,A321-272N,7.3,VNA,18/04,VN1558,CXR,HAN,2026-04-18 09:00:00,9,30.0,27.0,35.0,34.0,10,165.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:05:11,0.0,0.0,64.0
VN-A629,A321-211,7.3,VJC,18/04,VJ773,HAN,CXR,2026-04-18 09:00:00,9,56.0,43.0,35.0,9.0,5,107.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,65.0
VN-A861,B787-900,10.8,VNA,18/04,VN273,HAN,SGN,2026-04-18 09:00:00,9,25.0,25.0,50.0,55.0,4,71.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,80.0
VN-A392,A321-231,13.5,VNA,18/04,VN920,SGN,KTI,2026-04-18 09:05:00,9,17.0,12.0,95.0,115.0,5,17.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 07:02:54,1.25,15.0,132.0
VN-A623,A321-272N,7.1,VNA,18/04,VN619,HAN,BKK,2026-04-18 09:05:00,9,11.0,14.0,115.0,127.0,4,27.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,138.0
VN-A634,A321-211,8.3,VJC,18/04,VJ528,DAD,HAN,2026-04-18 09:05:00,9,36.0,41.0,35.0,19.0,4,76.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:01:52,1.13,14.0,55.0
VN-A656,A320-214,10.9,VJC,18/04,VJ307,HUI,SGN,2026-04-18 09:10:00,9,23.0,22.0,30.0,29.0,2,22.0,0.0,8.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 07:03:03,0.0,0.0,52.0
VN-A596,A320-251N,6.4,BAV,18/04,QH1215,HAN,UIH,2026-04-18 09:20:00,9,199.0,258.0,105.0,-129.0,4,784.0,0.0,5.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 07:02:43,1.33,16.0,70.0
VN-A666,A320-214,17.2,VJC,18/04,VJ213,VII,SGN,2026-04-18 09:20:00,9,14.0,21.0,30.0,27.0,5,43.0,,,,,,,,2026-04-18 07:07:32,0.0,0.0,41.0
VN-A674,A321-271N,7.6,VJC,18/04,VJ279,HPH,SGN,2026-04-18 09:25:00,9,31.0,29.0,30.0,20.0,5,173.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 09:21:10,0.0,0.0,51.0
VN-A646,A321-271N,8.2,VJC,18/04,VJ820,SGN,HND,2026-04-18 09:30:00,9,21.0,27.0,120.0,110.0,7,102.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,131.0
VN-A323,A321-231,14.9,VNA,18/04,VN1545,HAN,HUI,2026-04-18 09:35:00,9,11.0,12.0,60.0,71.0,3,26.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 09:21:12,1.42,17.0,82.0
VN-A390,A321-231,13.5,VNA,18/04,VN174,DAD,HAN,2026-04-18 09:35:00,9,18.0,17.0,35.0,39.0,4,291.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:20:21,1.38,16.0,57.0
VN-A522,A321-211,10.8,VJC,18/04,VJ394,SGN,PXU,2026-04-18 09:40:00,9,21.0,0.0,170.0,187.0,8,158.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,208.0
VN-A539,A321-271NX,1.4,VJC,18/04,VJ442,PQC,HAN,2026-04-18 09:40:00,9,18.0,16.0,35.0,38.0,10,299.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:23:53,0.0,0.0,56.0
VN-A501,A321-272N,7.2,VNA,18/04,VN140,SGN,DAD,2026-04-18 09:45:00,9,10.0,62.0,95.0,59.0,6,117.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,69.0
VN-A336,A321-231,13.6,VNA,18/04,VN607,SGN,BKK,2026-04-18 09:50:00,9,13.0,30.0,105.0,106.0,11,129.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,119.0
VN-A544,A321-211,10.0,VJC,18/04,VJ151,HAN,SGN,2026-04-18 09:50:00,9,55.0,21.0,30.0,31.0,4,62.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 09:21:12,1.42,17.0,86.0
VN-A525,A321-271NX,2.5,VJC,18/04,VJ512,DAD,HAN,2026-04-18 09:55:00,9,61.0,55.0,30.0,-5.0,4,129.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:20:21,1.38,16.0,56.0
VN-A326,A321-231,14.7,VNA,18/04,VN657,SGN,SIN,2026-04-18 10:00:00,10,12.0,11.0,50.0,72.0,4,44.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,84.0
VN-A866,B787-900,10.2,VNA,18/04,VN217,HAN,SGN,2026-04-18 10:00:00,10,12.0,15.0,50.0,64.0,20,325.0,0.0,6.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 09:21:12,1.42,17.0,76.0
VN-A889,A350-941,10.4,VNA,18/04,VN254,SGN,HAN,2026-04-18 10:00:00,10,14.0,90.0,230.0,167.0,2,90.0,0.0,8.0,0.0,10000.0,1.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,181.0
VN-A334,A321-231,13.8,VNA,18/04,VN1828,PQC,SGN,2026-04-18 10:05:00,10,4.0,3.0,35.0,58.0,4,25.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:23:53,0.0,0.0,62.0
VN-A607,A321-271N,6.8,VJC,18/04,VJ639,DAD,SGN,2026-04-18 10:05:00,10,23.0,12.0,35.0,42.0,24,316.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:20:21,1.38,16.0,65.0
VN-A641,A321-211,8.8,VJC,18/04,VJ152,SGN,HAN,2026-04-18 10:10:00,10,15.0,16.0,60.0,56.0,2,16.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,71.0
VN-A324,A321-231,14.8,VNA,18/04,VN1717,HAN,VII,2026-04-18 10:20:00,10,9.0,0.0,105.0,130.0,5,29.0,0.0,4.0,0.0,7000.0,0.0,0.0,0.0,2026-04-18 09:21:12,1.42,17.0,139.0
VN-A325,A321-231,14.8,VNA,18/04,VN930,SAI,LPQ,2026-04-18 10:20:00,10,0.0,5.0,185.0,198.0,10,127.0,0.0,2.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:24:47,0.0,0.0,194.0
VN-A658,A320-214,11.4,VJC,18/04,VJ262,SGN,VDH,2026-04-18 10:40:00,10,8.0,12.0,85.0,89.0,5,47.0,1.0,0.0,0.0,9999.0,0.0,0.0,0.0,2026-04-18 09:21:22,1.08,13.0,97.0
VN-A332,A321-231,14.3,VNA,18/04,VN595,HKG,SGN,2026-04-18 10:45:00,10,1.0,13.0,80.0,108.0,4,37.0,0.0,7.0,0.0,8000.0,0.0,0.0,0.0,2026-04-18 10:43:18,1.42,17.0,109.0
VN-A655,A320-214,11.1,VJC,18/04,VJ281,HPH,SGN,2026-04-18 10:45:00,10,47.0,31.0,30.0,16.0,4,80.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:21:10,0.0,0.0,63.0
VN-A672,A320-214,10.1,VJC,18/04,VJ438,UIH,HAN,2026-04-18 10:45:00,10,12.0,16.0,30.0,30.0,4,107.0,,,,,,,,2026-04-18 09:24:03,0.0,0.0,42.0
VN-A500,A321-271NX,0.9,VJC,18/04,VJ488,VCA,HPH,2026-04-18 10:50:00,10,14.0,7.0,30.0,39.0,6,60.0,0.0,7.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:19:46,0.0,0.0,53.0
VN-A523,A321-271NX,0.9,VJC,18/04,VJ947,KHH,HAN,2026-04-18 10:50:00,10,5.0,20.0,60.0,55.0,8,185.0,0.0,9.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 10:43:43,0.0,0.0,60.0
VN-A639,A321-211,8.2,VJC,18/04,VJ273,HPH,SGN,2026-04-18 10:50:00,10,4.0,0.0,,63.0,1,0.0,0.0,10.0,0.0,10000.0,0.0,0.0,0.0,2026-04-18 09:21:10,0.0,0.0,67.0
